Record Number,Common Name,Code,Latitude,Longitude,GPS certainty_meters,Locality,Elev_meters,Date,Observer,Breeding Evidence,Observation,Nest Species_Structure,Nest hgt meters,Comments,Sources,Photo,Photo Link,Scientific Name,
7969,Lawrence's Goldfinch,LAGO,34.69259,-120.04071,10,"Santa Ynez Valley, Sedgwick Reserve",339,8-May-2019,"Schneekloth, P.",Feeding Fledgling,"A fledgling calling repeatedly, two adults eventually came in, fed it, then flew off. The bird repositioned slightly then went back to repeatedly calling.",,,near Tipton House. A recording of the call is attached to the associated eBird list: S56016667,ID1014,https://tinyurl.com/yyc4bujs,https://tinyurl.com/yyc4bujs,#REF!,
7970,Black Phoebe,BLPH,34.4183,-119.8626,0.5,"Goleta, UCSB, Santa Ynez Campus Apartments",6,7-May-2019,"DeVille, M.",Fledgling under Parental Care,"Four or five fledglings calling out to parents. Fledglings hopped around on grassy area, up to low branches of nearby trees, and back to grass.",,,backyard area behind Apartment 233. Identified as fledglings because of tail feathers not fully developed. With Emmaline Loo.,ID1015,,,#REF!,
7971,White-breasted Nuthatch,WBNU,34.92438,-120.21854,10,"Sierra Madre Mtns, Colson Cyn",276,7-May-2019,"Deacon, J.",Cavity Nester Attending Cavity,I first noticed two birds entering and leaving this nest hole in late April. They were still entering and leaving the nest hole in the tree stump today.,tree stump,1,,ID1016,https://tinyurl.com/y483s3sv,https://tinyurl.com/y483s3sv,#REF!,
7972,Canyon Wren,CANW,34.93658,-120.21854,20,"Sierra Madre Mtns, Colson Cyn",489,7-May-2019,"Deacon, J.",Delivering Food to Nest or Cavity,"Going in and out of a cave in late April. On 7 May 2019, they were still going in and out of the area with food.",cave,2,,ID1017,https://tinyurl.com/yxjwtfdt,https://tinyurl.com/yxjwtfdt,#REF!,
7973,Violet-green Swallow,VGSW,34.94256,-120.20281,10,"Sierra Madre Mtns, Colson Cyn",408,7-May-2019,"Deacon, J.",Pair in suitable habitat,"flying around the cliff face, landing near crevices that appeared to be suitable nesting spots. I never could actually see one go into a crevice.",,,,ID1018,https://tinyurl.com/y4rtqrae,https://tinyurl.com/y4rtqrae,#REF!,
7974,Wild Turkey,WITU,34.9241,-120.21921,10,"Sierra Madre Mtns, Colson Cyn",274,7-May-2019,"Deacon, J.",Fledgling under Parental Care,Female with 4 chicks in tow.,,,near Tequsquet Rd,ID1019,https://tinyurl.com/yxf68nps,https://tinyurl.com/yxf68nps,#REF!,
7975,Pied-billed Grebe,PBGR,34.42042,-119.66392,25,"Santa Barbara, Andree Clark Bird Refuge",2,8-May-2019,"Holmgren, M.",Feeding Fledgling,"2 adults feeding 3 babies what looks like soggy vegetation. On 1 June, G. Roland reports  Adult with 3 downy chicks.  This could be a different breeding event (ID1337). On 11 June Roland reports Adult with a juvenile-plumaged young bird.",,,"On 11 June, Roland adds, ""The observed young bird is clearly quite a bit older than the downy chicks seen a week or so ago. I think these are two separate broods.""",,,,#REF!,
7976,Black Phoebe,BLPH,34.42148,-119.65709,15,"Santa Barbara, Andree Clark Bird Refuge",4,8-May-2019,"Holmgren, M.",Feeding Fledgling,2 nearly full-tailed fledglings being fed by adult at the NE corner of the lagoon.,,,,ID1020,https://tinyurl.com/y6kf4um8,https://tinyurl.com/y6kf4um8,#REF!,
7977,Red-tailed Hawk,RTHA,34.42469,-119.66111,40,Montecito Country Club Golf Course,15,8-May-2019,"Holmgren, M.",Nestling in Nest,"minimum of 2 babies, all white, with adult in nest. On 4 July 2019, Compton saw 2 fledglings soaring above nest structure, and one of the two observed perching in the nest tree, above the nest.",Eucalyptus,30,,ID1021,https://tinyurl.com/y3k3bwx4,https://tinyurl.com/y3k3bwx4,#REF!,
7978,Hooded Oriole,HOOR,34.41263,-119.86915,10,"Isla Vista, Camino Corto Open Space",10,9-May-2019,"Holmgren, M.",Adult at Nest (clarify),"Female entering nest. But not the ratty front nest. Rather the one behind and to the right in the photo. On 29 May 2019, Compton saw adult female going to nest where begging heard of possibly only 1 nestling.",Coast Live Oak,3.5,"The juxtoposition of the two nests offers insight to nest placement fidelity. With D. Levasheff, who noticed the second nest.Â ",ID1023,https://tinyurl.com/y34a4edp,https://tinyurl.com/y34a4edp,#REF!,
7979,Black Phoebe,BLPH,34.41978,-119.85052,10,"Goleta, UCSB, Environmental Health and Safety swale",14,9-May-2019,"Holmgren, M.",Delivering Food to Nest or Cavity,"Nest with pair attending, visiting. They must be delivering small food items given the frequency of trips and the lack of visible stuff in bill. On 17 May 2019, Holmgren saw both adults still delivering larger food items to nest.",building,3.5,,ID1024,https://tinyurl.com/y47prspl,https://tinyurl.com/y47prspl,#REF!,
7980,Cassin's Kingbird,CAKI,34.41999,-119.85089,15,"Goleta, UCSB, Environmental Health and Safety swale",13,8-May-2019,"Blundell, M.",Nestling in Nest,"Adult visiting nest. Nest looks complete. On 9 May 2019, Holmgren saw adult carrying food to nest in same Euc tree as RTHA nest, but higher. One minimum nestling seen. On 17 May 2019, Holmgren saw minimum of 2 larger nestlings, not ready to fledge.",Eucalyptus,20,,ID1028,Yes,,#REF!,
7981,House Finch,HOFI,34.41999,-119.85004,225,"Goleta, UCSB, Environmental Health and Safety swale",13,9-May-2019,"Holmgren, M.",Fledgling under Parental Care,"Fledgling with fresh wingbars and strands of natal plumage stuck to crown feathers, flying with adult male under parental care.",,,Other fledglings in the vicinity.,ID1026,,,#REF!,
7982,Double-crested Cormorant,DCCO,34.41846,-119.8274,25,"Goleta, SoCal Gas Plant, nr Goleta Slough mouth",3,9-May-2019,"Holmgren, M.",Nestling in Nest,500,Eucalyptus,,,,,,#REF!,
7983,Great Egret,GREG,34.41853,-119.82725,25,"Goleta, SoCal Gas Plant, nr Goleta Slough mouth",3,9-May-2019,"Holmgren, M.",Nestling in Nest,"at least 7 active, some nest material carrying, a few nestlings.",Eucalyptus,,,,,,#REF!,
7984,Cliff Swallow,CLSW,34.41892,-119.84893,3,"Goleta, UCSB",16,11-Apr-2019,"Blundell, M.",Nestling in Nest,Adult visiting nest with nestlings. Nestlings appear older and were visible from a distance (with binoculars).,building,5,Under eaves along the southern side of the Pavilion Gym.,ID1027,,,#REF!,
7985,Western Bluebird,WEBL,34.83588,-119.75392,2,"Sierra Madre Mtns, Montgomery Potrero",1405,2-May-2019,"Mulroy, M.",Nestling in Nest,"At cavity in Painted Rock Camp outhouse, adults viewed entering/exiting hole, nestlings audible inside outhouse.",outhouse,1.5,With Brad Meiners and Nick Duenas.,ID1029,,,#REF!,
7986,Western Bluebird,WEBL,34.80147,-119.69112,5,"Sierra Madre Mtns, Ridge Rd",1539,2-May-2019,"Duenas, N.",Adult at Nest (clarify),Adult coming in and out of cavity in gate post along Sierra Madre Ridge Rd. Nest in top cavity of post.,wooden gate post,1,Initial observation by Nick Duenas.,ID1030,,,#REF!,
7987,Say's Phoebe,SAPH,34.82414,-119.72544,5,"Sierra Madre Mtns, Pine Corral Potrero",1388,2-May-2019,"Meiners, B.",Nestling in Nest,Nestlings in nest. Both adults perched on fenceline nearby.,rock ledge under overhang,2,with Michael Mulroy and Nick Duenas,ID1031,,,#REF!,
7988,Cliff Swallow,CLSW,34.83643,-119.75472,5,"Sierra Madre Mtns, Montgomery Potrero",1418,2-May-2019,"Mulroy, M.",Adult at Nest (clarify),Entering and exiting mud nests built in low rock overhang near Painted Rock Camp.,rock overhang,2,with Brad Meiners and Nick Duenas,ID1032,,,#REF!,
7989,Brewer's Blackbird,BRBL,34.4121,-119.8484,0.2,"Goleta, UCSB, Storke Tower courtyard",13,10-May-2019,"DeVille, M.",Feeding Fledgling,Adult feeding fledgling in Umbrella Tree. Adult made two separate trips to feed fledgling.,,,Umbrella tree in Storke Tower courtyard closer in proximity to UCEN than Storke Tower,ID1033,,,#REF!,
7990,European Starling,EUST,34.4408,-119.85099,20,"Goleta, Lake Los Carneros",20,10-May-2019,"Holmgren, M.",Fledgling Begging,2 brown fledglings begging greedily from 3 adults.,,,,,,,#REF!,
7991,Dark-eyed Junco,DEJU,34.50522,-119.81792,15,"Santa Ynez Mtns, Kinevan Rd",587,11-May-2019,"Holmgren, M.",Delivering Food to Nest or Cavity,2 adults with mod-sized food (larva by male) dropping to ground at the same spot.,ground,0,,,,,#REF!,
7992,Pacific-slope Flycatcher,PSFL,34.50684,-119.82128,20,"Santa Ynez Mtns, Kinevan Rd",596,11-May-2019,"Holmgren, M.",,adult twice delivering moderately-sized food to minimum 2 nestlings,Western Sycamore,5,,ID1034,https://tinyurl.com/y48836eu,https://tinyurl.com/y48836eu,#REF!,
7993,Hutton's Vireo,HUVI,34.50678,-119.8224,50,"Santa Ynez Mtns, Kinevan Rd",603,9-May-2019,"Mulroy, M.",Fledgling Begging,"Observed begging fledglings with parents. At least 3 HUVI observed, 2 parents with 1+ fledglings.",,,,ID1036,,,#REF!,
7994,White-breasted Nuthatch,WBNU,34.42568,-119.79624,10,"Goleta, More Mesa, Central",13,12-May-2019,"Altstatt, J.",Delivering Food to Nest or Cavity,"bird carrying insect food to cavity, going into hole and then coming out another (alternate entrance/exit) cavity without food. On 22 May 2019, Altstatt observed adults feeding at least one begging juvenile, possibly two, within 20m of nest cavity.",Coast Live Oak,3,County Parks parcel north oaks. Large limb with two small cavities apparently connected,ID1130,https://tinyurl.com/y4qxut2e,https://tinyurl.com/y4qxut2e,#REF!,
7995,White-tailed Kite,WTKI,34.43402,-119.7992,15,"Goleta, More Mesa West",18,12-May-2019,"Altstatt, J.",Adult at Nest (clarify),"bird still sitting, mate still sentinel.  ",Coast Live Oak,5,"nest visible at top of oak, bird flushed off nest when I looked at her through binocs",,yes,,#REF!,
7996,Bushtit,BUSH,34.69043,-120.60066,5,"N VAFB, Santa Ynez River Estuary",6,12-May-2019,"Holmgren, M.",Nest Building,Pair making repeated trips with materials to nest under construction.,Monterey Cypress,2,,ID1037,https://tinyurl.com/y2tydp8r,https://tinyurl.com/y2tydp8r,#REF!,
7997,American Coot,AMCO,34.42323,-119.86019,15,"Goleta, Mesa x Los Carneros Rd, NW",3,12-May-2019,"Scotland, C.",Fledgling with Presumed Parent,"Older fledgling, lots of white on throat down to neck",,,,,,,#REF!,
7998,American Coot,AMCO,34.44088,-119.84929,25,"Goleta, Lake Los Carneros",20,12-May-2019,"Holmgren, M.",Fledgling under Parental Care,Red-faced fledgling attended to by adult.,,,this is not the same as 7786,,,,#REF!,
7999,American Kestrel,AMKE,34.53748,-120.17363,50,"Alisal Rd, NE of Nojoqui Falls County Park",218,12-May-2019,"Scotland, C.",Adult at Nest (clarify),"Adult perched outside cavity, entered it 4 times. 28 May 2019 - G. Kincaid  and A. O'Loghlen saw a Kestrel carrying food go to this location (see photo).",,,Could this represent cleaning out the cavity in preparation for breeding? Holmgren present.,,https://tinyurl.com/yynvmvm7,https://tinyurl.com/yynvmvm7,#REF!,
8000,Nuttall's Woodpecker,NUWO,34.46351,-119.75717,3,"San Marcos Foothills, East",120,13-May-2019,"Mulroy, M.",Nestling in Nest,"Twice observed female visit nest cavity and feed nestling, which poked its head out of the nest hole.",Coast Live Oak,1,Nest less than 1 m from ground in a fallen dead oak tree partially surrounded by prickly pear cactus. At least 1 adukt-sized nestling.,ID1038,,,#REF!,
8001,California Quail,CAQU,34.4603,-119.75459,5,"San Marcos Foothills, East",120,13-May-2019,"Mulroy, M.",Egg in Nest,"Flushed two adult from nest on ground with 9 eggs in it, concealed under a dead shrub and dead grass thatch.",ground,0,,ID1039,Yes,,#REF!,
8002,Black Phoebe,BLPH,34.42311,-119.852,5,"Goleta Slough, tide gate",3,12-Apr-1979,"Schroeder, D.",Egg in Nest,4 eggs incubating in nest.,bridge,,B599. Near Goleta West Sanitary District,,,,#REF!,
8003,Northern Rough-winged Swallow,NRWS,34.46622,-120.07008,50,"Gaviota Coast, Refugio Rd at Hwy 101",13,9-Jul-1980,"Schroeder, D.",Nest in Use (clarify),2 active nests.,bridge,,B621. Private wood bridge just N Hwy 101,Schroeder nest records,,,#REF!,
8004,Cliff Swallow,CLSW,34.46622,-120.07004,50,"Gaviota Coast, Refugio Rd at Hwy 101",13,12-Jul-1979,"Schroeder, D.",Nest in Use (clarify),Many active nests.,bridge,,B621. Private wood bridge just N Hwy 101,,,,#REF!,
8005,Black Phoebe,BLPH,34.46622,-120.07,50,"Gaviota Coast, Refugio Rd at Hwy 101",13,20-May-1979,"Schroeder, D.",Egg in Nest,3 warm eggs in nest.,bridge,,B621. Private wood bridge just N Hwy 101,,,,#REF!,
8006,Black Phoebe,BLPH,34.46622,-120.06996,50,"Gaviota Coast, Refugio Rd at Hwy 101",13,14-Apr-1979,"Schroeder, D.",Nestling in Nest,"4 early-pin nestlings. On 1 May 1979, skeletons of 2-3 nestlings found in nest.",bridge,,B621. Private wood bridge just N Hwy 101,,,,#REF!,
8007,Black Phoebe,BLPH,34.42103,-119.86177,5,"Goleta, West Storke Campus Wetland",4,26-Mar-1979,"Schroeder, D.",Nestling in Nest,"1 cold, fresh egg. On 15 April 1979, 3 downy nestlings.",bridge,,B615 Bike bridge S of New Married Student Housing,,,,#REF!,
8008,Black Phoebe,BLPH,34.46264,-119.95533,10,"Gaviota Coast, Dos Pueblos Cyn",62,20-Apr-1979,"Schroeder, D.",Egg in Nest,5 warm eggs incubating in nest.,bridge,,"B602. N of Hwy 101, 2nd small bridge",,,,#REF!,
8009,Brewer's Blackbird,BRBL,34.412,-119.8484,0.3,"Goleta, UCSB, Storke Tower courtyard",13,14-May-2019,"DeVille, M.",Feeding Fledgling,Adult blackbird fed fledgling what appeared to be a piece of bread. Fledgling was inside a fountain that is currently not in use.,fountain,0.6,,ID1040,https://tinyurl.com/yyjkwe7c,https://tinyurl.com/yyjkwe7c,#REF!,
8010,Song Sparrow,SOSP,34.45846,-119.75385,5,"San Marcos Foothills, East",103,14-May-2019,"Mulroy, M.",Fledgling under Parental Care,At least 3 recent fledglings with adults nearby.,,,Fledglings in riparian veg and adjacent mustard/poison hemlock along Cieneguitas Creek.,ID1041,,,#REF!,
8011,Red-tailed Hawk,RTHA,34.4233,-119.8921,5,"Ellwood, Coronado Butterfly Preserve",9,10-May-2019,"Fontaine, D.",Nestling in Nest,2 nestlings in nest.,Eucalyptus,25,"10 May 2019, K. Pearlman photoed two branchers at this nest site.",ID1042,https://tinyurl.com/y5894lwq,https://tinyurl.com/y5894lwq,#REF!,
8012,Red-tailed Hawk,RTHA,34.43011,-119.88631,3,"Ellwood, Hollister X Entrance Rd",25,14-May-2019,"Fontaine, D.",Nestling in Nest,"Two adults flew into the nest, calling. On arrival, begging calls were heard from the nest.",Eucalyptus,25,,ID1043,,,#REF!,
8013,Brewer's Blackbird,BRBL,34.4118,-119.8493,0.3,"Goleta, UCSB, Art building",13,14-May-2019,"DeVille, M.",Fledgling Begging,Two fledglings perched on shrub and begging for food.,,,Red-tipped Photinia,ID1044,,,#REF!,
8014,Cliff Swallow,CLSW,34.4124,-119.8492,0.5,"Goleta, UCSB, Art building",13,14-May-2019,"DeVille, M.",,One parent was attending nest when another parent brought food. The two switched places and the other parent flew off. 17 nests in the colony.,building,6.1,,ID1045,,,#REF!,
8015,Pacific-slope Flycatcher,PSFL,34.04941,-119.55771,10,"Santa Cruz Island, Scorpion Anchorage",25,29-Apr-2019,"Sanchez, F.",Adult at Nest (clarify),"Pair adults foraging among trees behind the picnic tables, then flying to nest in roof supports of information kiosk. No nestlings observed.",building,4,Nest too high to see into. Both adults flying to nest; not able to determine what they were carrying. With several Botanic Garden Class participants.,ID1062,Yes,,#REF!,
8016,Allen's Hummingbird,ALHU,34.42348,-119.8937,3,"Ellwood, Coronado Butterfly Preserve",11,15-May-2019,"Pearlman, K.",Adult at Nest (clarify),Female flying into and out of nest in small Eucalyptus several times over 10-min. period.,Eucalyptus,3,Also observed by A. O'Loghlen. Photo shows female in nest.,ID1063,https://tinyurl.com/y4d8wxxg,https://tinyurl.com/y4d8wxxg,#REF!,
8017,Mourning Dove,MODO,34.41376,-119.86919,3,"Isla Vista, Camino Corto Open Space",9,15-May-2019,"Pearlman, K.",Nest Building,Adult bringing twig to existing nest in which another adult placed it into bottom of nest. Repeated several times over 5 min.,Eucalyptus tree,3,With A. O'Loghlen.Â ,ID1064,https://tinyurl.com/y4xelvbo,https://tinyurl.com/y4xelvbo,#REF!,
8018,Wrentit,WREN,34.45666,-119.75781,4,"San Marcos Foothills, Central",99,25-Apr-2019,"Hunt, L.",No suitable category,"Nest with four eggs. Shrub was surrounded by dense, 6 ft-high Brassica nigra, shrub located at interface between coastal sage scrub and non-native annual grassland/ruderal habitat. Parents not observed.",California Sage,0.8,"No indication that eggs were warm. Nest in fork of shrub mostly dead, surrounded by dense Black Mustard located between coastal sage scrub and non-native annual grassland/ruderal habitat. In residential envelop.",ID1065,https://tinyurl.com/y357237e,https://tinyurl.com/y357237e,#REF!,
8019,Brewer's Blackbird,BRBL,34.4569,-119.75681,4,"San Marcos Foothills, Central",106,15-May-2019,"Hunt, L.",Copulation,Copulating on top of dirt spoil pile on residential development site.Â ,,,Pair foraging on recently scraped ground with two other pairs of blackbirds and a recently fledged Western Bluebird.,ID1066,,,#REF!,
8020,Western Bluebird,WEBL,34.4176,-119.88143,10,"Goleta, COPR, Ellwood Marine Terminal",18,15-May-2019,"Holmgren, M.",Nestling in Nest,"carrying and dropping fecal sac, returning twice to cavity carrying small food item. On 13 June 2019, O'Loghlen reports two fledglings/juveniles apparently feeding on their own.",dead Monterey Cypress,1.5,,ID1067,,,#REF!,
8021,American Crow,AMCR,34.41609,-119.87786,50,"Goleta, COPR, W side of Devereux Slough",6,15-May-2019,"Holmgren, M.",Family Group in Close Association,Family group of about 6 crows flying together persistently.,,,None,ID1068,,,#REF!,
8022,House Finch,HOFI,34.41687,-119.87702,50,"Goleta, COPR",5,15-May-2019,"Holmgren, M.",Fledgling with Presumed Parent,"Juvenile, probably still dependent, with remnant natal feathers still attached to crown feathers, acted helpless on fence for a long time.",,,,ID1069,,,#REF!,
8023,Bushtit,BUSH,34.4175,-119.8731,10,"Goleta, COPR",3,15-May-2019,"Holmgren, M.",Feeding Fledgling,family group of 8 where adult placed insect food item in open mouth of birds seen to be in juvenal plumage.,,,Foraging in wilows at N end of slough proper.,ID1070,,,#REF!,
8024,Northern Mockingbird,NOMO,34.41556,-119.87392,50,"Goleta, COPR",6,15-May-2019,"Nielsen, J.",Carrying Food,carrying food near entrance to Devereux Way,,,Nest not looked for.,ID1071,,,#REF!,
